item_identificador,loja_identificador,vendas_totais,item_peso,item_conteudo_gordura,item_visibilidade,item_tipo,item_preco,loja_ano_estabelecimento,loja_tamanho,loja_tipo_localizacao,loja_tipo
NCP29,OUT035,70308.48,8.42,Baixo Teor de Gordura,0.112249781,Mercearia,64.32,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDL25,OUT018,18376.08,6.92,Regular,0.131458247,Café da Manhã,90.58,2019,Médio,Nível 3,Supermercado Tipo 2
FDJ07,OUT027,163121.0,12.857645184135977,Baixo Teor de Gordura,0.014353676000000001,Açougue,115.52,1995,Médio,Nível 3,Supermercado Tipo 3
NCN14,OUT010,55128.24,19.1,Baixo Teor de Gordura,0.15385153000000001,Outros,185.16,2008,Desconhecido,Nível 3,Mercado
FDU34,OUT017,348612.88,18.25,Baixo Teor de Gordura,0.07562026200000001,Lanches,123.8,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDD10,OUT013,53530.32,20.6,Regular,0.045982389000000005,Lanches,177.03,1997,Grande,Nível 3,Supermercado Tipo 1
DRB01,OUT027,56925.9,12.857645184135977,Baixo Teor de Gordura,0.08184113600000001,Bebidas Não Alcoólicas,190.05,1995,Médio,Nível 3,Supermercado Tipo 3
FDF09,OUT027,48470.24,12.857645184135977,Baixo Teor de Gordura,0.012090074000000001,Frutas e Vegetais,38.28,1995,Médio,Nível 3,Supermercado Tipo 3
FDF16,OUT045,133026.84,7.3,Baixo Teor de Gordura,0.08630705100000001,Alimentos Congelados,146.81,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDH47,OUT046,252737.68,13.5,Regular,0.128816212,Alimentos Ricos em Amido,96.41,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDX34,OUT018,180764.7,6.195,Baixo Teor de Gordura,0.072278769,Lanches,120.61,2019,Médio,Nível 3,Supermercado Tipo 2
FDN60,OUT019,31692.08,12.857645184135977,Baixo Teor de Gordura,0.166609517,Confeitaria,157.66,1995,Pequeno,Nível 1,Mercado
FDY19,OUT018,223908.54,19.75,Baixo Teor de Gordura,0.041533438000000006,Frutas e Vegetais,119.85,2019,Médio,Nível 3,Supermercado Tipo 2
FDS45,OUT010,21172.44,5.175,Regular,0.04937018,Lanches,106.76,2008,Desconhecido,Nível 3,Mercado
FDR26,OUT018,336495.32,20.7,Baixo Teor de Gordura,0.043011277,Laticínios,177.2,2019,Médio,Nível 3,Supermercado Tipo 2
FDT02,OUT035,49402.36,12.6,Baixo Teor de Gordura,0.024190156,Laticínios,34.49,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDM36,OUT013,51732.66,11.65,Regular,0.05868195700000001,Confeitaria,170.44,1997,Grande,Nível 3,Supermercado Tipo 1
FDU50,OUT017,125969.36,5.75,Regular,0.075595405,Laticínios,114.72,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDU07,OUT035,302273.2,11.1,Baixo Teor de Gordura,0.059835659000000006,Frutas e Vegetais,151.34,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDY02,OUT017,473383.8,8.945,Regular,0.0,Laticínios,264.79,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCX29,OUT045,262458.36,10.0,Baixo Teor de Gordura,0.089333332,Mercearia,145.61,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDH10,OUT010,77499.12,21.0,Baixo Teor de Gordura,0.082526478,Lanches,191.85,2008,Desconhecido,Nível 3,Mercado
NCO26,OUT045,150603.96,7.235,Baixo Teor de Gordura,0.077011493,Cereais,117.35,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDX11,OUT035,254468.76,16.0,Regular,0.10673189500000001,Confeitaria,183.66,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDH28,OUT035,34155.54,15.85,Regular,0.11001019100000001,Alimentos Congelados,38.85,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDQ58,OUT035,275641.2,7.315,Baixo Teor de Gordura,0.0,Lanches,153.73,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDU37,OUT035,199740.0,9.5,Regular,0.104488444,Enlatados,77.9,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCX53,OUT010,56726.16,20.1,Baixo Teor de Gordura,0.025002878000000003,Mercearia,140.42,2008,Desconhecido,Nível 3,Mercado
FDL25,OUT049,156196.68,6.92,Regular,0.131128467,Café da Manhã,93.18,2009,Médio,Nível 1,Supermercado Tipo 1
FDH44,OUT010,29428.36,19.1,Regular,0.043304681000000005,Frutas e Vegetais,147.54,2008,Desconhecido,Nível 3,Mercado
FDF53,OUT035,306734.06,20.75,Regular,0.083590755,Alimentos Congelados,182.23,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDU59,OUT049,357401.44,5.78,Baixo Teor de Gordura,0.09653608200000001,Pães,162.86,2009,Médio,Nível 1,Supermercado Tipo 1
FDR46,OUT018,249009.2,16.85,Baixo Teor de Gordura,0.139985583,Lanches,145.28,2019,Médio,Nível 3,Supermercado Tipo 2
FDA25,OUT035,288957.2,16.5,Regular,0.068112874,Enlatados,104.6,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDL13,OUT017,279636.0,13.85,Regular,0.056637129,Café da Manhã,233.83,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDG10,OUT018,34355.28,6.63,Regular,0.01098386,Lanches,55.46,2019,Médio,Nível 3,Supermercado Tipo 2
FDN56,OUT019,28895.72,12.857645184135977,Regular,0.187443314,Frutas e Vegetais,145.88,1995,Pequeno,Nível 1,Mercado
FDH33,OUT046,52731.36,12.85,Baixo Teor de Gordura,0.121725411,Lanches,45.14,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDH28,OUT019,3795.06,12.857645184135977,Regular,0.192650072,Alimentos Congelados,37.45,1995,Pequeno,Nível 1,Mercado
FDN09,OUT010,73104.84,14.15,Baixo Teor de Gordura,0.05837308,Lanches,243.98,2008,Desconhecido,Nível 3,Mercado
FDU56,OUT013,165983.94,16.85,Baixo Teor de Gordura,0.044377096000000005,Frutas e Vegetais,185.83,1997,Grande,Nível 3,Supermercado Tipo 1
DRD27,OUT045,168647.14,18.75,Baixo Teor de Gordura,0.0,Laticínios,97.9,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDN27,OUT018,105462.72,20.85,Baixo Teor de Gordura,0.0,Açougue,115.18,2019,Médio,Nível 3,Supermercado Tipo 2
NCI43,OUT013,57525.12,19.85,Baixo Teor de Gordura,0.025947095,Cereais,46.94,1997,Grande,Nível 3,Supermercado Tipo 1
NCK30,OUT035,456605.64,14.85,Baixo Teor de Gordura,0.060967038,Cereais,254.37,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCS29,OUT027,450480.28,12.857645184135977,Baixo Teor de Gordura,0.069208684,Mercearia,264.09,1995,Médio,Nível 3,Supermercado Tipo 3
FDC46,OUT049,516394.48,17.7,Baixo Teor de Gordura,0.11672367700000001,Lanches,182.43,2009,Médio,Nível 1,Supermercado Tipo 1
FDE53,OUT017,85222.4,10.895,Baixo Teor de Gordura,0.027032204,Alimentos Congelados,106.33,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDR35,OUT027,895833.9,12.857645184135977,Baixo Teor de Gordura,0.020597493,Pães,200.07,1995,Médio,Nível 3,Supermercado Tipo 3
FDU20,OUT045,277172.54,19.35,Regular,0.021501067000000002,Frutas e Vegetais,122.21,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCP29,OUT046,70308.48,8.42,Baixo Teor de Gordura,0.11227101,Mercearia,63.22,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCZ41,OUT035,175238.56,19.85,Baixo Teor de Gordura,0.064409056,Mercearia,126.77,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDX36,OUT017,270048.48,9.695,Regular,0.129008866,Confeitaria,226.94,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDY12,OUT018,25300.4,9.8,Regular,0.14118383,Confeitaria,50.5,2019,Médio,Nível 3,Supermercado Tipo 2
FDR24,OUT017,125836.2,17.35,Regular,0.063207198,Confeitaria,89.38,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRJ11,OUT045,302539.52,9.5,Baixo Teor de Gordura,0.0,Bebidas Alcoólicas,190.99,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDJ48,OUT010,24701.18,11.3,Baixo Teor de Gordura,0.094460314,Confeitaria,245.31,2008,Desconhecido,Nível 3,Mercado
FDX43,OUT046,233030.0,5.655,Baixo Teor de Gordura,0.08527498800000001,Frutas e Vegetais,165.05,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDT52,OUT046,343020.16,9.695,Regular,0.047429578,Alimentos Congelados,245.81,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCI31,OUT010,14647.6,20.0,Baixo Teor de Gordura,0.136124989,Outros,38.32,2008,Desconhecido,Nível 3,Mercado
FDP22,OUT018,61519.92,14.65,Regular,0.099535996,Lanches,52.27,2019,Médio,Nível 3,Supermercado Tipo 2
FDN02,OUT017,476246.74,16.5,Baixo Teor de Gordura,0.074245348,Enlatados,208.26,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDL57,OUT049,542493.84,15.1,Regular,0.06718109800000001,Lanches,258.83,2009,Médio,Nível 1,Supermercado Tipo 1
NCS38,OUT046,45807.04,8.6,Baixo Teor de Gordura,0.090191431,Cereais,112.92,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDC32,OUT013,129564.68,18.35,Baixo Teor de Gordura,0.099026525,Frutas e Vegetais,93.85,1997,Grande,Nível 3,Supermercado Tipo 1
FDP19,OUT035,348746.04,11.5,Baixo Teor de Gordura,0.173483253,Frutas e Vegetais,129.07,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDC20,OUT045,117447.12,10.65,Baixo Teor de Gordura,0.024020078,Frutas e Vegetais,57.23,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRJ25,OUT017,103465.32,14.6,Baixo Teor de Gordura,0.151419185,Bebidas Não Alcoólicas,50.37,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCC19,OUT035,231698.4,6.57,Baixo Teor de Gordura,0.09686225500000001,Cereais,193.98,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDB36,OUT035,236092.68,5.465,Regular,0.048518008,Confeitaria,132.96,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDV16,OUT046,78098.34,7.75,Regular,0.08293069900000001,Alimentos Congelados,35.26,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRO47,OUT017,249009.2,10.195,Baixo Teor de Gordura,0.11285945400000001,Bebidas Alcoólicas,114.49,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDY49,OUT045,181630.24,17.2,Regular,0.012036432000000001,Enlatados,165.72,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDM50,OUT045,53929.8,13.0,Regular,0.030150193000000002,Enlatados,61.42,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCC54,OUT018,457937.24,17.75,Baixo Teor de Gordura,0.09810895700000001,Mercearia,240.92,2019,Médio,Nível 3,Supermercado Tipo 2
FDD10,OUT010,89217.2,20.6,Regular,0.07702919500000001,Lanches,177.23,2008,Desconhecido,Nível 3,Mercado
DRM59,OUT017,353739.54,5.88,Baixo Teor de Gordura,0.0036124110000000003,Bebidas Alcoólicas,154.2,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDN12,OUT017,111854.4,15.6,Baixo Teor de Gordura,0.08156268600000001,Confeitaria,112.75,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDT15,OUT046,201404.5,12.15,Regular,0.042681522,Açougue,184.3,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDT08,OUT049,269649.0,13.65,Baixo Teor de Gordura,0.04929502,Frutas e Vegetais,150.5,2009,Médio,Nível 1,Supermercado Tipo 1
DRE25,OUT049,260993.6,15.35,Baixo Teor de Gordura,0.073397129,Bebidas Não Alcoólicas,91.91,2009,Médio,Nível 1,Supermercado Tipo 1
FDR25,OUT046,503477.96,17.0,Regular,0.13952193100000002,Enlatados,266.89,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDV28,OUT017,33955.8,16.1,Regular,0.0,Alimentos Congelados,35.16,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDK58,OUT019,20240.32,12.857645184135977,Regular,0.078758649,Lanches,103.0,1995,Pequeno,Nível 1,Mercado
FDE53,OUT045,31958.4,10.895,Baixo Teor de Gordura,0.026934673000000003,Alimentos Congelados,106.13,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRH51,OUT013,131828.4,17.6,Baixo Teor de Gordura,0.097135675,Laticínios,89.39,1997,Grande,Nível 3,Supermercado Tipo 1
FDL38,OUT027,231964.72,12.857645184135977,Regular,0.014661762,Enlatados,89.12,1995,Médio,Nível 3,Supermercado Tipo 3
NCO18,OUT013,266652.9,13.15,Baixo Teor de Gordura,0.024630755,Cereais,178.27,1997,Grande,Nível 3,Supermercado Tipo 1
NCM55,OUT046,351675.56,15.6,Baixo Teor de Gordura,0.066726133,Outros,185.89,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDY28,OUT013,149605.26,7.47,Regular,0.152024355,Alimentos Congelados,211.82,1997,Grande,Nível 3,Supermercado Tipo 1
FDA11,OUT027,170178.48,12.857645184135977,Baixo Teor de Gordura,0.043029436000000004,Confeitaria,94.74,1995,Médio,Nível 3,Supermercado Tipo 3
FDC09,OUT013,92279.88,15.5,Regular,0.026280116000000003,Frutas e Vegetais,102.33,1997,Grande,Nível 3,Supermercado Tipo 1
FDR47,OUT010,58523.82,17.85,Baixo Teor de Gordura,0.0,Pães,196.58,2008,Desconhecido,Nível 3,Mercado
FDN16,OUT049,82559.2,12.6,Regular,0.062797771,Alimentos Congelados,104.0,2009,Médio,Nível 1,Supermercado Tipo 1
FDR04,OUT049,145810.2,7.075,Baixo Teor de Gordura,0.022602061,Alimentos Congelados,98.11,2009,Médio,Nível 1,Supermercado Tipo 1
FDT50,OUT027,210925.44,12.857645184135977,Regular,0.10771483400000001,Laticínios,97.88,1995,Médio,Nível 3,Supermercado Tipo 3
FDE28,OUT010,23036.68,9.5,Regular,0.22185649200000002,Alimentos Congelados,231.87,2008,Desconhecido,Nível 3,Mercado
FDV45,OUT018,469389.0000000001,16.75,Baixo Teor de Gordura,0.045230944,Lanches,187.96,2019,Médio,Nível 3,Supermercado Tipo 2
FDR58,OUT013,120310.06,6.675,Baixo Teor de Gordura,0.041886576,Lanches,92.15,1997,Grande,Nível 3,Supermercado Tipo 1
NCT29,OUT046,24368.28,12.6,Baixo Teor de Gordura,0.06411072500000001,Mercearia,122.34,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDP20,OUT013,126502.0,19.85,Baixo Teor de Gordura,0.045631231,Frutas e Vegetais,128.1,1997,Grande,Nível 3,Supermercado Tipo 1
DRE49,OUT017,227703.6,20.75,Baixo Teor de Gordura,0.021370201000000002,Bebidas Não Alcoólicas,153.0,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDR59,OUT027,340157.22,12.857645184135977,Regular,0.063554289,Pães,263.66,1995,Médio,Nível 3,Supermercado Tipo 3
NCY53,OUT018,89483.52,20.0,Baixo Teor de Gordura,0.05871956800000001,Mercearia,111.05,2019,Médio,Nível 3,Supermercado Tipo 2
FDX15,OUT049,288824.04,17.2,Baixo Teor de Gordura,0.156541861,Açougue,162.46,2009,Médio,Nível 1,Supermercado Tipo 1
FDG26,OUT017,538299.3,18.85,Baixo Teor de Gordura,0.042891098,Enlatados,257.63,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDF05,OUT046,368187.4,17.5,Baixo Teor de Gordura,0.02687089,Alimentos Congelados,264.49,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDY43,OUT018,67378.96,14.85,Baixo Teor de Gordura,0.09880308800000001,Frutas e Vegetais,169.75,2019,Médio,Nível 3,Supermercado Tipo 2
FDX32,OUT045,260061.48,15.1,Regular,0.10006076200000001,Frutas e Vegetais,144.08,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDV37,OUT045,118645.56,13.0,Regular,0.083683243,Enlatados,198.54,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDG40,OUT010,6791.16,13.65,Baixo Teor de Gordura,0.06665779100000001,Alimentos Congelados,32.66,2008,Desconhecido,Nível 3,Mercado
FDC57,OUT013,115849.2,20.1,Regular,0.054549098000000004,Frutas e Vegetais,193.78,1997,Grande,Nível 3,Supermercado Tipo 1
NCN43,OUT027,320249.8,12.857645184135977,Baixo Teor de Gordura,0.0067270080000000005,Outros,125.17,1995,Médio,Nível 3,Supermercado Tipo 3
NCF19,OUT027,82625.78,12.857645184135977,Baixo Teor de Gordura,0.034938717,Cereais,49.0,1995,Médio,Nível 3,Supermercado Tipo 3
FDE32,OUT027,102466.62,12.857645184135977,Baixo Teor de Gordura,0.048522793,Frutas e Vegetais,39.65,1995,Médio,Nível 3,Supermercado Tipo 3
FDQ59,OUT035,100668.96,9.8,Regular,0.056375879000000004,Pães,84.69,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDD50,OUT017,439694.3199999999,18.85,Baixo Teor de Gordura,0.142443405,Enlatados,170.41,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDM38,OUT013,152534.78,5.885,Regular,0.09269410700000001,Enlatados,53.7,1997,Grande,Nível 3,Supermercado Tipo 1
DRJ25,OUT018,44342.28,14.6,Baixo Teor de Gordura,0.151180862,Bebidas Não Alcoólicas,47.57,2019,Médio,Nível 3,Supermercado Tipo 2
FDO60,OUT018,40147.74,20.0,Baixo Teor de Gordura,0.0,Confeitaria,43.41,2019,Médio,Nível 3,Supermercado Tipo 2
FDG28,OUT046,392023.04,9.285,Regular,0.049280292,Alimentos Congelados,245.61,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDH32,OUT045,183427.9,12.8,Baixo Teor de Gordura,0.076214289,Frutas e Vegetais,96.54,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDI45,OUT049,105063.24,13.1,Baixo Teor de Gordura,0.037639672,Frutas e Vegetais,175.61,2009,Médio,Nível 1,Supermercado Tipo 1
FDH53,OUT010,16511.84,20.5,Regular,0.032136417,Alimentos Congelados,83.96,2008,Desconhecido,Nível 3,Mercado
FDZ03,OUT010,74569.6,13.65,Regular,0.13187274000000002,Laticínios,188.02,2008,Desconhecido,Nível 3,Mercado
FDW59,OUT045,76100.94,13.15,Baixo Teor de Gordura,0.020757926000000003,Pães,84.36,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDD57,OUT027,371316.66,12.857645184135977,Baixo Teor de Gordura,0.022291121,Frutas e Vegetais,93.61,1995,Médio,Nível 3,Supermercado Tipo 3
FDF53,OUT013,414993.14,20.75,Regular,0.083536989,Alimentos Congelados,180.33,1997,Grande,Nível 3,Supermercado Tipo 1
NCW42,OUT027,419986.64,12.857645184135977,Baixo Teor de Gordura,0.058185842,Cereais,220.85,1995,Médio,Nível 3,Supermercado Tipo 3
FDM60,OUT049,69043.46,10.8,Regular,0.048218142000000005,Confeitaria,42.21,2009,Médio,Nível 1,Supermercado Tipo 1
FDR15,OUT017,62052.56,9.3,Regular,0.03362713,Açougue,156.13,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDI56,OUT013,200672.12,7.325,Baixo Teor de Gordura,0.09330766800000001,Frutas e Vegetais,92.71,1997,Grande,Nível 3,Supermercado Tipo 1
DRM49,OUT049,71373.76,6.11,Regular,0.0,Bebidas Não Alcoólicas,43.01,2009,Médio,Nível 1,Supermercado Tipo 1
FDH38,OUT018,246079.68,6.425,Baixo Teor de Gordura,0.010480751,Enlatados,116.58,2019,Médio,Nível 3,Supermercado Tipo 2
FDA50,OUT049,154465.6,16.25,Baixo Teor de Gordura,0.087310672,Laticínios,95.54,2009,Médio,Nível 1,Supermercado Tipo 1
FDY16,OUT019,110655.96,12.857645184135977,Regular,0.16147714,Alimentos Congelados,186.23,1995,Pequeno,Nível 1,Mercado
FDB12,OUT046,103864.8,11.15,Regular,0.10530765900000001,Confeitaria,102.06,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCN30,OUT010,38616.4,16.35,Baixo Teor de Gordura,0.028443140000000002,Cereais,98.14,2008,Desconhecido,Nível 3,Mercado
DRD37,OUT018,37284.8,9.8,Baixo Teor de Gordura,0.013898123,Bebidas Não Alcoólicas,46.51,2019,Médio,Nível 3,Supermercado Tipo 2
NCS06,OUT045,315589.2,7.9350000000000005,Baixo Teor de Gordura,0.031801103000000004,Cereais,261.59,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDC59,OUT049,134225.28,16.7,Regular,0.0,Alimentos Ricos em Amido,63.62,2009,Médio,Nível 1,Supermercado Tipo 1
FDG26,OUT045,384499.5,18.85,Baixo Teor de Gordura,0.042736348,Enlatados,255.93,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDR28,OUT035,293617.8,13.85,Regular,0.025891588,Alimentos Congelados,165.12,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDV38,OUT017,92812.52,19.25,Baixo Teor de Gordura,0.102349519,Laticínios,52.8,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDS12,OUT019,75501.72,12.857645184135977,Baixo Teor de Gordura,0.304859104,Confeitaria,125.44,1995,Pequeno,Nível 1,Mercado
FDD04,OUT013,198541.56,16.0,Baixo Teor de Gordura,0.08989642,Laticínios,143.42,1997,Grande,Nível 3,Supermercado Tipo 1
FDI10,OUT013,137953.76,8.51,Regular,0.078339081,Lanches,172.94,1997,Grande,Nível 3,Supermercado Tipo 1
NCH29,OUT035,264256.02,5.51,Baixo Teor de Gordura,0.034467286,Mercearia,96.77,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDY57,OUT013,95875.2,20.2,Regular,0.121153331,Lanches,97.38,1997,Grande,Nível 3,Supermercado Tipo 1
FDM60,OUT013,101534.5,10.8,Regular,0.0,Confeitaria,39.31,1997,Grande,Nível 3,Supermercado Tipo 1
FDI60,OUT046,82226.3,7.22,Regular,0.03832122,Confeitaria,61.85,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDS19,OUT049,159392.52,13.8,Regular,0.064307102,Frutas e Vegetais,77.3,2009,Médio,Nível 1,Supermercado Tipo 1
FDS56,OUT049,52465.04,5.785,Regular,0.038817121,Frutas e Vegetais,262.63,2009,Médio,Nível 1,Supermercado Tipo 1
FDM28,OUT045,197742.6,15.7,Baixo Teor de Gordura,0.045295529,Alimentos Congelados,181.37,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDY56,OUT010,22570.62,16.35,Regular,0.104463896,Frutas e Vegetais,227.11,2008,Desconhecido,Nível 3,Mercado
FDS02,OUT019,78031.76,12.857645184135977,Regular,0.25539489600000004,Laticínios,196.88,1995,Pequeno,Nível 1,Mercado
FDG09,OUT027,450613.44,12.857645184135977,Regular,0.047704151,Frutas e Vegetais,187.26,1995,Médio,Nível 3,Supermercado Tipo 3
FDY27,OUT018,321181.92,6.38,Baixo Teor de Gordura,0.032028115,Laticínios,178.33,2019,Médio,Nível 3,Supermercado Tipo 2
DRD13,OUT049,95875.2,15.0,Baixo Teor de Gordura,0.049155769,Bebidas Não Alcoólicas,65.22,2009,Médio,Nível 1,Supermercado Tipo 1
NCX42,OUT045,526248.32,6.36,Baixo Teor de Gordura,0.00599072,Cereais,163.65,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCM29,OUT046,288557.72,11.5,Baixo Teor de Gordura,0.017642229000000002,Mercearia,131.86,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDT56,OUT027,214321.02,12.857645184135977,Regular,0.115032648,Frutas e Vegetais,58.02,1995,Médio,Nível 3,Supermercado Tipo 3
FDG59,OUT035,27031.48,15.85,Baixo Teor de Gordura,0.043226398000000006,Alimentos Ricos em Amido,37.52,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCN07,OUT010,26365.68,18.5,Baixo Teor de Gordura,0.056816465000000003,Outros,132.13,2008,Desconhecido,Nível 3,Mercado
FDL39,OUT027,126302.26,12.857645184135977,Regular,0.06302467,Laticínios,181.63,1995,Médio,Nível 3,Supermercado Tipo 3
FDV07,OUT027,320516.12,12.857645184135977,Baixo Teor de Gordura,0.031131455000000002,Frutas e Vegetais,111.02,1995,Médio,Nível 3,Supermercado Tipo 3
FDW31,OUT027,398148.4,12.857645184135977,Regular,0.042949109000000006,Frutas e Vegetais,199.57,1995,Médio,Nível 3,Supermercado Tipo 3
FDW39,OUT019,17643.7,12.857645184135977,Regular,0.064625342,Açougue,176.94,1995,Pequeno,Nível 1,Mercado
FDX38,OUT013,67112.64,10.5,Regular,0.0481669,Laticínios,48.84,1997,Grande,Nível 3,Supermercado Tipo 1
FDY57,OUT046,182162.88,20.2,Regular,0.121254236,Lanches,94.58,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDX60,OUT018,127833.6,14.35,Baixo Teor de Gordura,0.080922439,Confeitaria,80.1,2019,Médio,Nível 3,Supermercado Tipo 2
NCU30,OUT046,244681.5,5.11,Baixo Teor de Gordura,0.034874689,Cereais,161.72,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDF34,OUT027,575384.36,12.857645184135977,Regular,0.013951504000000002,Lanches,199.91,1995,Médio,Nível 3,Supermercado Tipo 3
FDZ55,OUT017,399480.0,6.055,Baixo Teor de Gordura,0.025552424,Frutas e Vegetais,158.49,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCF30,OUT035,125836.2,17.0,Baixo Teor de Gordura,0.126220187,Cereais,126.74,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDU15,OUT017,75501.72,13.65,Regular,0.0,Açougue,36.65,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDF46,OUT019,57591.7,12.857645184135977,Baixo Teor de Gordura,0.16400613700000002,Lanches,113.28,1995,Pequeno,Nível 1,Mercado
DRC13,OUT018,98538.4,8.26,Regular,0.032573725000000005,Bebidas Não Alcoólicas,125.07,2019,Médio,Nível 3,Supermercado Tipo 2
NCO41,OUT045,128099.92,12.5,Baixo Teor de Gordura,0.018887088,Mercearia,98.84,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCK29,OUT049,295615.2,5.615,Baixo Teor de Gordura,0.125964559,Mercearia,124.77,2009,Médio,Nível 1,Supermercado Tipo 1
